P_L,ano,margem_liq,divida_liq_EBITDA,liq_corrente,liq_imediata,LPA,VPA,P_VP,P_EBIT,P_EBITDA,P_ativos,margem_EBITDA,PSR,ROE,ROA,ROIC,EV_EBIT,EV_EBITDA,DY,tick
23.69,2018,0.07,1.87,0.89,0.26,1.48,5.56,6.33,15.73,0.0,1.88,0.0,2.9,0.27,0.08,0.15,14.64,0.0,0.0,CNTO3
22.06,2019,0.12,0.03,1.43,0.1,1.48,5.56,5.89,14.65,0.0,1.75,0.0,2.7,0.27,0.08,0.15,14.64,0.0,0.0,CNTO3
7.44,2008,0.11,1.85,2.72,0.27,2.49,5.46,3.39,6.16,4.86,0.9,0.16,0.8,0.46,0.12,0.17,8.92,7.04,0.0076,VULC3
13.76,2009,0.09,1.63,1.51,0.16,1.97,6.37,4.26,8.01,6.6,1.18,0.18,1.19,0.31,0.09,0.18,7.93,6.54,0.024700000000000003,VULC3
16.22,2010,0.06,1.42,1.5,0.08,1.76,7.56,3.77,10.45,6.89,1.24,0.15,1.02,0.23,0.08,0.13,10.21,6.74,0.0137,VULC3
-1.73,2011,-0.21,5.02,1.27,0.04,-1.12,0.76,2.55,-2.28,-4.12,0.35,-0.09,0.36,-1.47,-0.2,-0.17,-9.64,-17.4,0.051500000000000004,VULC3
-1.02,2012,-0.21,207.0,1.16,0.1,-1.09,0.02,62.72,-3.02,53.92,0.23,0.0,0.21,-0.061200000000000004,-0.22,-0.08,-21.35,381.77,0.0,VULC3
-3.82,2013,-0.1,6.17,1.1,0.09,-0.17,0.18,3.62,-53.51,6.64,0.38,0.05,0.36,-0.95,-0.1,-0.01,-224.15,27.81,0.0,VULC3
-3.09,2014,-0.06,11.79,1.23,0.07,-0.1,0.08,3.64,5.7,1.95,0.17,0.09,0.18,-1.18,-0.06,0.03,49.55,16.94,0.0,VULC3
-6.82,2015,-0.05,19.29,0.93,0.04,-0.07,0.05,9.74,8.97,3.15,0.28,0.11,0.35,-1.43,-0.04,0.03,49.88,17.5,0.0,VULC3
12.01,2016,0.03,10.57,1.4,0.05,0.2,0.28,8.72,3.7,2.38,0.41,0.16,0.39,0.73,0.03,0.12,14.74,9.48,0.0,VULC3
11.71,2017,0.15,0.12,2.51,0.38,0.78,3.19,2.85,9.24,7.54,2.0,0.23,1.77,0.24,0.17,0.26,5.15,4.2,0.0,VULC3
11.4,2018,0.12,0.06,2.91,0.25,0.62,3.83,1.85,10.91,8.0,1.32,0.17,1.4,0.16,0.12,0.13,7.78,5.71,0.0,VULC3
15.81,2019,0.11,0.04,5.33,0.42,0.58,4.42,2.08,16.04,10.16,1.67,0.16,1.66,0.13,0.11,0.11,8.75,5.55,0.0,VULC3
9.97,2020,0.1,0.06,4.79,0.7,0.51,4.49,1.14,10.55,6.87,0.91,0.14,0.97,0.11,0.09,0.1,10.05,6.54,0.0,VULC3
-12.78,2008,-0.16,0.23,1.62,0.0,-1.04,9.65,1.38,-51.87,66.37,0.74,0.03,1.99,-0.11,-0.06,-0.01,-417.55,534.32,0.0,HYPE3
61.1,2009,0.16,0.23,1.42,0.0,0.65,7.14,5.6,41.3,38.26,3.06,0.25,9.51,0.09,0.05,0.08,46.46,43.04,0.0,HYPE3
46.93,2010,0.08,0.58,2.57,1.38,0.48,9.23,2.44,20.17,18.67,1.24,0.21,3.91,0.05,0.03,0.08,34.95,32.35,0.0,HYPE3
-96.61,2011,-0.02,0.68,2.95,1.62,-0.09,10.63,0.8,12.62,9.94,0.4,0.16,1.6,-0.01,0.0,0.04,54.16,42.66,0.0141,HYPE3
50.49,2012,0.05,0.58,2.42,1.05,0.33,10.97,1.51,13.49,11.98,0.82,0.22,2.69,0.03,0.02,0.07,29.93,26.58,0.0,HYPE3
43.21,2013,0.06,0.55,1.97,0.6,0.41,11.2,1.58,12.43,11.13,0.89,0.24,2.62,0.04,0.02,0.08,26.31,23.57,0.0091,HYPE3
25.99,2014,0.09,0.64,1.61,0.61,0.64,11.83,1.41,11.55,10.32,0.76,0.22,2.25,0.05,0.03,0.08,26.15,23.37,0.0,HYPE3
24.47,2015,0.19,0.61,2.92,0.82,0.89,12.7,1.71,15.53,13.85,0.87,0.34,4.64,0.07,0.04,0.07,26.04,23.23,0.0,HYPE3
14.05,2016,0.36,0.1,3.07,0.77,1.86,13.93,1.88,15.44,14.48,1.44,0.35,5.02,0.13,0.1,0.11,19.03,17.84,0.0191,HYPE3
23.54,2017,0.27,0.08,2.3,0.89,1.53,12.24,2.94,19.6,18.4,2.25,0.34,6.26,0.12,0.1,0.14,17.21,16.16,0.0436,HYPE3
16.88,2018,0.3,0.07,3.04,1.16,1.79,13.08,2.31,15.52,14.48,1.81,0.35,5.13,0.14,0.11,0.14,16.07,14.99,0.0321,HYPE3
19.4,2019,0.35,0.16,3.0,1.42,1.84,13.78,2.59,20.8,18.71,1.89,0.37,6.85,0.13,0.1,0.12,18.44,16.59,0.030299999999999997,HYPE3
18.93,2020,0.29,0.23,3.0,1.43,1.71,13.9,2.33,21.91,19.41,1.69,0.28,5.49,0.12,0.09,0.1,22.1,19.58,0.034300000000000004,HYPE3
12.71,2012,0.48,1.16,5.8,3.81,1.72,11.89,1.83,6.9,6.9,0.78,0.89,6.14,0.14,0.06,0.15,11.09,11.08,0.021099999999999997,TAEE11
7.02,2013,0.62,1.01,1.63,0.11,2.59,12.5,1.46,4.75,4.74,0.68,0.91,4.33,0.21,0.1,0.15,10.63,10.6,0.1209,TAEE11
7.17,2014,0.61,0.91,2.38,0.13,2.63,12.26,1.54,4.28,4.28,0.75,1.01,4.34,0.21,0.1,0.18,8.93,8.92,0.1555,TAEE11
6.34,2015,0.59,0.84,2.07,0.13,2.64,12.71,1.32,3.75,3.75,0.65,1.0,3.74,0.21,0.1,0.18,8.67,8.65,0.1313,TAEE11
8.28,2016,0.62,0.76,1.82,0.09,2.51,12.5,1.66,5.21,5.2,0.85,0.99,5.14,0.2,0.1,0.17,9.46,9.44,0.1307,TAEE11
11.33,2017,0.6,0.69,3.02,0.09,1.88,12.62,1.69,7.94,7.9,0.91,0.86,6.83,0.15,0.08,0.12,13.75,13.68,0.0862,TAEE11
7.59,2018,0.66,0.72,2.98,0.03,3.11,13.27,1.78,5.69,5.66,0.94,0.88,4.97,0.23,0.12,0.17,9.14,9.09,0.1182,TAEE11
10.71,2019,0.56,1.08,3.58,0.08,2.91,14.3,2.18,7.65,7.61,0.96,0.79,5.99,0.2,0.09,0.13,10.71,10.66,0.0433,TAEE11
8.12,2020,0.56,1.11,3.11,0.2,3.5,15.4,1.85,5.66,5.64,0.79,0.81,4.57,0.23,0.1,0.14,8.94,8.91,0.0626,TAEE11
-68.77,2005,-0.04,0.62,3.08,0.0,-0.99,21.73,3.14,47.91,14.39,1.27,0.17,2.46,-0.05,-0.02,0.03,305.43,91.73,0.0,CSAN3
41.59,2006,0.06,1.91,5.24,0.0,1.07,8.32,5.37,14.89,9.44,1.36,0.24,2.3,0.13,0.03,0.09,51.75,32.79,0.0,CSAN3
46.09,2007,0.05,0.69,6.23,0.0,0.45,12.29,1.69,-14.07,21.68,0.78,0.1,2.2,0.04,0.02,-0.06,-71.13,109.64,0.0192,CSAN3
-8.23,2008,-0.09,1.18,1.45,0.0,-1.37,11.39,0.99,-183.89,6.13,0.33,0.13,0.77,-0.12,-0.04,0.0,-1536.51,51.18,0.0,CSAN3
15.52,2009,0.06,1.16,1.8,0.0,1.65,12.22,2.1,17.87,9.09,0.78,0.1,0.95,0.13,0.05,0.05,55.14,28.04,0.0,CSAN3
13.69,2010,0.05,1.12,1.6,0.0,2.02,15.55,1.78,9.05,5.42,0.62,0.12,0.63,0.13,0.05,0.07,26.98,16.17,0.0177,CSAN3
3.68,2011,0.13,0.54,2.05,0.5,7.34,23.22,1.16,2.29,1.9,0.48,0.25,0.48,0.32,0.13,0.23,6.33,5.24,0.0181,CSAN3
18.76,2012,0.03,0.87,1.59,0.52,2.23,33.24,1.26,12.86,6.44,0.49,0.1,0.62,0.07,0.03,0.04,27.13,13.58,0.0149,CSAN3
24.96,2013,0.04,0.65,1.34,0.56,1.59,33.39,1.19,9.28,6.12,0.56,0.17,1.04,0.05,0.02,0.07,19.51,12.87,0.0187,CSAN3
18.21,2014,0.08,0.59,1.34,0.61,1.58,30.67,0.94,7.9,6.76,0.43,0.21,1.44,0.05,0.02,0.06,21.73,18.58,0.0256,CSAN3
10.58,2015,0.11,0.78,1.54,0.94,2.38,30.88,0.82,5.04,3.95,0.34,0.31,1.21,0.08,0.03,0.08,16.25,12.72,0.027000000000000003,CSAN3
11.16,2016,0.18,0.85,1.96,1.24,3.42,26.5,1.44,5.56,4.56,0.57,0.45,2.06,0.13,0.05,0.13,11.27,9.24,0.0564,CSAN3
11.2,2017,0.2,0.94,1.56,0.63,3.7,25.24,1.64,5.91,4.89,0.59,0.45,2.21,0.15,0.05,0.12,11.47,9.49,0.022400000000000003,CSAN3
7.17,2018,0.18,0.91,1.9,0.68,4.67,26.78,1.25,4.96,4.11,0.47,0.32,1.33,0.17,0.07,0.11,12.21,10.11,0.0332,CSAN3
11.04,2019,0.18,1.21,1.84,0.99,6.3,28.06,2.48,7.62,6.58,0.83,0.31,2.02,0.22,0.08,0.14,9.36,8.08,0.0144,CSAN3
12.21,2020,0.16,1.19,1.97,0.69,5.51,28.98,2.32,7.19,6.44,0.8,0.29,1.9,0.19,0.07,0.13,9.93,8.89,0.0223,CSAN3
47.22,2009,0.09,1.46,1.85,0.51,0.55,3.27,7.91,47.22,27.09,2.56,0.17,4.48,0.17,0.05,0.07,33.8,19.39,0.0054,SHUL4
11.79,2010,0.08,1.2,1.93,0.36,0.77,3.82,2.37,6.96,5.44,0.83,0.18,0.97,0.2,0.07,0.14,14.36,11.23,0.0751,SHUL4
12.51,2011,0.07,1.37,1.71,0.3,0.8,4.42,2.26,7.09,5.53,0.77,0.16,0.91,0.18,0.06,0.13,14.14,11.02,0.019,SHUL4
10.69,2012,0.07,1.22,1.71,0.38,0.75,4.94,1.63,5.97,4.52,0.6,0.18,0.79,0.15,0.06,0.12,14.51,10.99,0.026099999999999998,SHUL4
10.48,2013,0.08,1.17,2.78,0.75,0.99,5.61,1.84,5.28,4.19,0.69,0.19,0.81,0.18,0.07,0.16,9.9,7.85,0.0116,SHUL4
5.97,2014,0.08,1.14,2.4,0.95,0.88,6.24,0.84,3.8,2.75,0.33,0.17,0.46,0.14,0.06,0.12,13.4,9.68,0.0668,SHUL4
4.95,2015,0.08,0.95,2.84,1.15,0.78,6.85,0.57,3.26,2.22,0.25,0.17,0.38,0.11,0.05,0.1,14.87,10.12,0.067,SHUL4
8.44,2016,0.06,0.75,2.41,1.03,0.5,7.15,0.59,6.92,3.66,0.29,0.13,0.47,0.07,0.03,0.06,27.13,14.33,0.030699999999999998,SHUL4
10.47,2017,0.06,0.82,3.28,1.33,0.66,7.63,0.9,7.45,4.82,0.41,0.13,0.64,0.09,0.04,0.08,18.25,11.8,0.0232,SHUL4
8.67,2018,0.08,0.95,2.76,0.99,0.81,6.04,1.16,7.02,5.12,0.48,0.13,0.66,0.13,0.06,0.1,13.27,9.68,0.0443,SHUL4
9.24,2019,0.09,0.86,2.51,0.93,1.1,6.94,1.46,9.33,6.57,0.65,0.13,0.85,0.16,0.07,0.09,12.21,8.6,0.0,SHUL4
10.08,2020,0.09,1.05,2.24,0.98,1.06,7.2,1.49,9.67,7.32,0.6,0.12,0.91,0.15,0.06,0.09,12.07,9.14,0.0,SHUL4
18.49,2005,0.11,1.83,0.89,0.0,1.55,5.28,5.43,9.2,5.11,1.67,0.42,2.12,0.29,0.09,0.19,159.79,88.76,0.013600000000000001,RENT3
35.7,2006,0.11,1.6,0.47,0.0,1.8,5.62,11.43,20.19,10.16,2.8,0.38,3.84,0.32,0.08,0.17,147.07,74.01,0.0098,RENT3
24.12,2007,0.1,1.98,0.49,0.0,0.78,2.4,7.87,13.28,6.82,2.14,0.37,2.53,0.33,0.09,0.18,110.89,57.0,0.16519999999999999,RENT3
10.16,2008,0.08,2.58,0.94,0.0,0.7,2.72,2.61,4.35,2.0,0.68,0.38,0.77,0.26,0.07,0.16,100.17,46.01,0.0394,RENT3
37.04,2009,0.06,2.53,0.86,0.0,0.52,3.08,6.28,15.02,5.89,1.49,0.36,2.1,0.17,0.04,0.11,127.59,50.05,0.0078000000000000005,RENT3
20.67,2010,0.1,1.89,0.9,0.5,1.3,4.55,5.92,10.82,7.89,1.58,0.27,2.13,0.29,0.08,0.2,65.48,47.75,0.0104,RENT3
17.32,2011,0.1,1.85,1.45,0.9,1.48,5.67,4.51,8.48,6.16,1.26,0.28,1.73,0.26,0.07,0.21,54.08,39.25,0.0148,RENT3
30.64,2012,0.08,1.55,1.7,1.12,1.22,6.67,5.62,15.94,8.5,1.84,0.28,2.35,0.18,0.06,0.16,68.74,36.66,0.011699999999999999,RENT3
17.98,2013,0.11,1.75,1.53,1.03,1.85,6.45,5.16,10.62,7.55,1.51,0.26,1.97,0.29,0.08,0.21,49.39,35.14,0.045700000000000005,RENT3
18.05,2014,0.11,1.64,1.4,0.99,1.98,7.95,4.49,10.23,7.67,1.31,0.25,1.91,0.25,0.07,0.21,44.28,33.19,0.0137,RENT3
12.76,2015,0.1,1.56,1.48,1.02,1.95,9.32,2.66,7.01,5.53,0.84,0.24,1.32,0.21,0.07,0.18,44.1,34.77,0.0298,RENT3
17.63,2016,0.09,1.72,1.22,0.92,1.94,10.37,3.3,9.39,7.14,0.98,0.23,1.63,0.19,0.06,0.16,42.7,32.45,0.0216,RENT3
28.97,2017,0.08,2.49,1.54,1.17,0.76,3.9,5.66,15.17,11.87,1.32,0.2,2.43,0.2,0.05,0.13,35.81,28.01,0.0281,RENT3
30.03,2018,0.08,2.47,1.11,0.73,0.99,4.64,6.41,15.81,12.48,1.42,0.2,2.51,0.21,0.05,0.13,28.74,22.69,0.0087,RENT3
43.01,2019,0.08,1.72,1.28,0.8,1.1,7.18,6.6,24.13,16.25,1.85,0.22,3.53,0.15,0.04,0.11,25.11,16.91,0.0086,RENT3
35.48,2020,0.08,2.04,1.45,1.06,1.13,7.16,5.59,19.62,13.15,1.47,0.22,2.88,0.16,0.04,0.11,24.61,16.49,0.0098,RENT3
19.76,2007,0.2,0.0,3.82,0.0,0.7,6.41,2.15,13.75,13.93,1.63,0.28,3.89,0.11,0.08,0.12,16.83,17.05,0.0,LOGN3
4.65,2008,0.21,0.06,3.31,0.0,1.09,7.02,0.72,8.01,6.05,0.55,0.16,0.98,0.15,0.12,0.07,29.3,22.14,0.0356,LOGN3
-103.96,2009,-0.02,0.34,3.87,0.0,-0.08,6.88,1.24,-66.16,70.08,0.79,0.02,1.71,-0.01,-0.01,-0.01,-159.04,168.45,0.0271,LOGN3
46.86,2010,0.03,0.66,3.17,0.97,0.22,7.14,1.46,22.26,12.74,0.78,0.11,1.44,0.03,0.02,0.04,47.26,27.04,0.0,LOGN3
-7.53,2011,-0.12,1.42,1.81,0.53,-0.91,6.23,1.1,-8.27,-21.91,0.39,-0.04,0.89,-0.15,-0.05,-0.05,-31.58,-83.66,0.0,LOGN3
-30.5,2012,-0.03,2.11,1.18,0.44,-0.28,6.19,1.38,16.27,6.59,0.39,0.15,1.02,-0.05,-0.01,0.03,56.79,22.99,0.0,LOGN3
117.01,2013,0.01,2.33,1.35,0.3,0.07,6.49,1.26,7.55,4.6,0.34,0.19,0.87,0.01,0.0,0.05,29.67,18.1,0.0,LOGN3
-3.51,2014,-0.09,3.06,1.02,0.04,-0.97,5.5,0.62,2.37,1.56,0.14,0.19,0.3,-0.18,-0.04,0.06,24.19,15.89,0.0,LOGN3
-0.28,2015,-0.35,19.63,0.23,0.01,-4.36,1.12,1.08,1.55,0.76,0.04,0.13,0.1,-3.89,-0.16,0.03,50.86,25.08,0.0,LOGN3
0.5,2016,0.12,7.03,1.17,0.17,5.12,10.3,0.25,0.27,0.18,0.03,0.33,0.06,0.5,0.05,0.11,16.19,10.85,0.0,LOGN3
-0.13,2017,-0.69,-3.23,1.13,0.22,-25.95,-16.83,-0.21,-0.16,-0.18,0.07,-0.51,0.09,1.54,-0.52,-0.5,-5.52,-6.22,0.0,LOGN3
49.5,2018,0.01,-3.55,1.01,0.09,0.16,-9.3,-0.84,2.22,1.5,0.26,0.2,0.3,-0.02,0.01,0.13,20.74,14.03,0.0,LOGN3
167.52,2019,0.01,3.96,2.76,2.0,0.12,3.04,6.87,12.59,8.03,1.14,0.26,2.07,0.04,0.01,0.15,12.38,7.9,0.0,LOGN3
-14.2,2020,-0.1,6.57,2.33,1.57,-1.03,1.95,7.48,9.62,5.83,0.79,0.24,1.4,-0.53,-0.06,0.13,14.57,8.83,0.0,LOGN3
6.35,2008,0.12,0.24,1.82,0.57,3.07,13.21,1.48,3.73,3.56,0.89,0.22,0.78,0.23,0.14,0.3,2.87,2.74,0.0318,MTSA4
10.94,2009,0.13,0.24,4.68,2.18,2.46,14.75,1.82,10.51,7.94,1.2,0.18,1.4,0.17,0.11,0.16,5.06,3.83,0.0335,MTSA4
12.23,2010,0.11,0.38,6.18,3.36,2.15,15.98,1.65,9.88,7.98,1.0,0.16,1.29,0.13,0.08,0.16,4.6,3.71,0.0373,MTSA4
0.0,2011,0.09,0.52,2.6,1.33,18000.0,166000.0,0.0,0.0,0.0,0.0,0.13,0.0,0.11,0.06,0.11,7.13,5.06,0.033,MTSA4
8.54,2012,0.11,0.28,2.6,1.21,2.46,18.23,1.15,7.89,6.58,0.79,0.14,0.92,0.13,0.09,0.15,4.63,3.87,0.05,MTSA4
7.75,2013,0.09,0.71,7.31,4.53,2.36,18.74,0.97,6.85,5.56,0.51,0.13,0.72,0.13,0.07,0.14,4.63,3.76,0.0575,MTSA4
6.71,2014,0.08,0.96,7.04,4.58,2.05,19.66,0.7,7.07,5.19,0.33,0.11,0.57,0.1,0.05,0.1,6.92,5.09,0.0764,MTSA4
4.51,2015,0.08,0.91,2.11,1.35,1.86,22.11,0.38,6.98,4.08,0.18,0.09,0.35,0.08,0.04,0.05,11.77,6.89,0.0655,MTSA4
6.16,2016,0.07,0.37,2.34,1.11,1.64,23.09,0.44,23.12,8.75,0.29,0.05,0.42,0.07,0.05,0.02,30.88,11.69,0.0,MTSA4
11.35,2017,0.05,0.12,4.36,1.48,1.42,23.97,0.67,18.45,9.35,0.54,0.07,0.61,0.06,0.05,0.04,14.69,7.45,0.0341,MTSA4
7.96,2018,0.06,0.09,4.87,1.51,1.86,25.17,0.59,7.96,5.48,0.49,0.09,0.5,0.07,0.06,0.08,6.79,4.68,0.0,MTSA4
11.3,2019,0.07,0.16,3.84,1.56,2.08,26.38,0.89,11.92,7.65,0.7,0.1,0.75,0.08,0.06,0.08,5.69,3.65,0.0,MTSA4
10.69,2020,0.05,0.23,2.93,0.94,1.64,26.38,0.67,6.97,4.76,0.48,0.11,0.55,0.06,0.05,0.09,5.72,3.9,0.0,MTSA4
33.05,2005,0.21,0.33,2.07,0.0,0.97,7.38,4.34,30.7,0.0,2.68,0.0,6.92,0.13,0.08,0.09,55.82,0.0,0.0,CYRE3
26.77,2006,0.24,0.06,3.36,0.0,0.76,5.78,3.53,29.14,28.56,2.38,0.23,6.48,0.13,0.09,0.09,33.95,33.26,0.022099999999999998,CYRE3
19.13,2007,0.26,0.36,2.54,0.0,1.27,6.38,3.79,17.93,17.53,1.82,0.29,5.04,0.2,0.1,0.1,18.98,18.57,0.010700000000000001,CYRE3
9.86,2008,0.12,0.86,1.73,0.0,0.93,6.77,1.36,7.21,8.37,0.43,0.14,1.15,0.14,0.04,0.06,22.82,26.49,0.0043,CYRE3
12.05,2009,0.21,0.64,1.77,0.0,2.03,9.72,2.52,10.48,10.27,0.98,0.25,2.53,0.21,0.08,0.1,11.06,10.83,0.0078000000000000005,CYRE3
13.45,2010,0.14,0.73,2.09,0.22,1.62,11.07,1.97,12.32,11.43,0.77,0.17,1.89,0.15,0.06,0.07,14.5,13.46,0.0215,CYRE3
10.29,2011,0.1,0.93,2.19,0.21,1.44,11.99,1.24,8.34,7.98,0.45,0.12,0.99,0.12,0.04,0.06,16.45,15.74,0.0229,CYRE3
9.46,2012,0.13,0.78,2.27,0.4,1.89,13.09,1.37,8.0,7.0,0.53,0.18,1.26,0.14,0.06,0.08,11.71,10.24,0.016200000000000003,CYRE3
6.47,2013,0.17,0.68,2.24,0.4,2.23,15.21,0.95,5.74,5.22,0.41,0.21,1.08,0.15,0.06,0.08,10.71,9.75,0.0347,CYRE3
5.1,2014,0.14,0.61,2.13,0.31,2.17,16.63,0.67,4.41,4.04,0.32,0.18,0.73,0.13,0.06,0.08,11.35,10.39,0.0,CYRE3
4.79,2015,0.14,0.56,2.78,0.71,1.56,17.62,0.43,4.22,3.75,0.22,0.17,0.65,0.09,0.05,0.07,14.68,13.04,0.0,CYRE3
16.69,2016,0.08,0.51,3.48,0.67,0.62,16.93,0.61,17.11,12.2,0.35,0.11,1.28,0.04,0.02,0.02,42.45,30.26,0.0273,CYRE3
-480.42,2017,0.0,0.4,3.01,0.56,-0.03,15.92,0.83,310.86,73.08,0.51,0.03,1.98,0.0,0.0,0.0,566.22,133.11,0.0068000000000000005,CYRE3
883.59,2018,0.0,0.43,3.53,0.84,0.02,13.85,1.12,116.7,54.35,0.63,0.04,1.97,0.0,0.0,0.01,174.75,81.38,0.0724,CYRE3
22.23,2019,0.14,0.48,2.44,0.62,1.34,12.95,2.29,20.12,17.86,1.19,0.17,3.02,0.1,0.05,0.07,15.99,14.2,0.0613,CYRE3
16.08,2020,0.13,0.48,2.38,0.55,1.31,13.03,1.61,14.6,13.08,0.82,0.17,2.17,0.1,0.05,0.07,16.56,14.83,0.0867,CYRE3
21.16,1999,0.19,0.08,0.73,0.0,2.07,28.15,1.56,21.92,0.0,1.2,0.0,4.05,0.07,0.06,0.06,84.92,0.0,0.0,VIVT4
8.93,2000,0.21,0.13,0.64,0.0,3.09,29.26,0.94,6.79,0.0,0.68,0.0,1.87,0.11,0.08,0.11,41.71,0.0,0.0,VIVT4
9.38,2001,0.18,0.27,0.6,0.0,3.36,29.73,1.06,6.88,0.0,0.68,0.0,1.72,0.11,0.07,0.11,37.93,0.0,0.0,VIVT4
15.69,2002,0.11,0.32,0.91,0.0,2.19,29.34,1.17,8.14,0.0,0.76,0.0,1.68,0.07,0.05,0.1,41.62,0.0,0.0548,VIVT4
14.07,2003,0.13,0.24,0.69,0.0,3.22,24.86,1.82,8.95,0.0,1.11,0.0,1.89,0.13,0.08,0.13,34.01,0.0,0.1812,VIVT4
11.47,2004,0.16,0.24,1.0,0.0,4.42,23.09,2.2,7.56,0.0,1.33,0.0,1.88,0.19,0.12,0.19,25.61,0.0,0.1278,VIVT4
9.27,2005,0.18,0.23,0.94,0.0,5.17,20.74,2.31,6.09,0.0,1.25,0.0,1.64,0.25,0.13,0.22,21.77,0.0,0.16449999999999998,VIVT4
9.88,2006,0.19,0.22,0.75,0.0,5.57,20.97,2.62,6.54,0.0,1.53,0.0,1.9,0.27,0.16,0.26,19.81,0.0,0.1158,VIVT4
9.67,2007,0.16,0.33,0.9,0.0,4.68,19.58,2.31,6.27,0.0,1.21,0.0,1.55,0.24,0.12,0.21,23.38,0.0,0.1321,VIVT4
9.55,2008,0.15,0.37,1.1,0.0,4.79,19.86,2.3,6.2,0.0,1.16,0.0,1.45,0.24,0.12,0.21,22.99,0.0,0.11349999999999999,VIVT4
10.13,2009,0.14,0.35,0.92,0.0,4.3,19.88,2.19,6.56,3.76,1.08,0.37,1.39,0.22,0.11,0.19,25.47,14.58,0.0691,VIVT4
9.17,2010,0.15,0.16,0.9,0.27,4.58,23.06,1.82,6.21,3.89,1.06,0.35,1.35,0.2,0.12,0.22,24.03,15.06,0.0383,VIVT4
13.37,2011,0.15,0.14,0.93,0.23,3.88,38.55,1.35,10.06,5.62,0.89,0.36,2.0,0.1,0.07,0.1,14.7,8.21,0.039900000000000005,VIVT4
12.36,2012,0.13,0.18,1.2,0.53,3.97,39.78,1.23,7.63,4.33,0.78,0.37,1.62,0.1,0.06,0.13,11.47,6.51,0.0576,VIVT4
13.55,2013,0.11,0.2,1.16,0.48,3.31,38.19,1.17,10.33,4.79,0.72,0.3,1.45,0.09,0.05,0.09,17.26,8.0,0.1155,VIVT4
10.66,2014,0.14,0.17,0.97,0.29,4.4,40.02,1.17,10.29,5.05,0.72,0.3,1.5,0.11,0.07,0.08,16.63,8.17,0.0642,VIVT4
17.65,2015,0.08,0.15,1.0,0.3,2.03,40.6,0.88,11.52,5.01,0.59,0.3,1.5,0.05,0.03,0.06,16.57,7.2,0.10769999999999999,VIVT4
18.24,2016,0.1,0.13,0.9,0.25,2.42,40.95,1.08,11.7,5.32,0.73,0.33,1.75,0.06,0.04,0.07,13.52,6.14,0.0481,VIVT4
17.83,2017,0.11,0.12,0.94,0.23,2.73,41.08,1.18,12.39,5.67,0.81,0.34,1.9,0.07,0.05,0.07,13.02,5.96,0.0545,VIVT4
8.76,2018,0.21,0.09,1.07,0.2,5.28,42.35,1.09,8.27,4.39,0.76,0.41,1.8,0.12,0.09,0.1,8.97,4.76,0.0889,VIVT4
19.6,2019,0.11,0.2,1.05,0.19,2.96,41.67,1.39,13.59,5.41,0.91,0.41,2.21,0.07,0.05,0.07,12.81,5.1,0.0378,VIVT4
17.38,2020,0.11,0.19,1.1,0.29,2.85,42.11,1.18,11.61,4.58,0.76,0.41,1.9,0.07,0.04,0.07,12.47,4.92,0.060599999999999994,VIVT4
3.76,1998,0.05,0.5,1.69,0.0,14.85,158.54,0.35,4.58,0.0,0.19,0.0,0.19,0.09,0.05,0.04,723.96,0.0,0.0,ALPA4
3.95,1999,0.08,0.42,1.81,0.0,27.85,187.47,0.59,2.7,0.0,0.34,0.0,0.33,0.15,0.09,0.13,219.04,0.0,0.0,ALPA4
3.61,2000,0.09,0.34,1.92,0.0,35.96,215.24,0.6,4.25,0.0,0.35,0.0,0.33,0.17,0.1,0.09,291.86,0.0,0.0565,ALPA4
6.1,2001,0.04,0.3,1.76,0.0,17.71,223.83,0.48,5.29,0.0,0.27,0.0,0.25,0.08,0.04,0.05,437.5,0.0,0.09029999999999999,ALPA4
4.23,2002,0.05,0.42,1.91,0.0,25.76,235.1,0.46,3.38,0.0,0.23,0.0,0.23,0.11,0.05,0.07,278.08,0.0,0.1585,ALPA4
4.54,2003,0.08,0.33,2.44,0.0,44.02,264.63,0.76,6.32,0.0,0.41,0.0,0.36,0.17,0.09,0.07,282.46,0.0,0.10490000000000001,ALPA4
7.13,2004,0.08,0.26,2.64,0.0,50.46,297.37,1.21,6.77,0.0,0.64,0.0,0.56,0.17,0.09,0.1,168.11,0.0,0.0581,ALPA4
8.07,2005,0.12,0.18,3.14,0.0,9.02,35.79,2.03,7.01,5.59,1.17,0.18,0.98,0.25,0.14,0.17,87.48,69.72,0.1537,ALPA4
17.95,2006,0.09,0.08,3.87,0.0,7.22,42.67,3.03,15.11,12.81,2.17,0.13,1.69,0.17,0.12,0.15,108.95,92.31,0.0225,ALPA4
18.7,2007,0.09,0.19,2.51,0.0,6.85,50.21,2.55,16.87,13.69,1.68,0.13,1.74,0.14,0.09,0.11,125.35,101.75,0.0231,ALPA4
4.73,2008,0.1,0.36,2.21,0.0,9.93,58.56,0.8,4.4,3.4,0.46,0.15,0.49,0.17,0.1,0.11,90.7,70.14,0.0351,ALPA4
14.09,2009,0.07,0.22,2.6,0.0,8.15,62.75,1.83,10.94,8.25,1.14,0.12,1.0,0.13,0.08,0.11,91.47,69.0,0.0154,ALPA4
12.28,2010,0.14,0.22,2.37,1.05,0.88,3.87,2.79,11.6,10.04,1.67,0.17,1.68,0.23,0.14,0.23,49.82,43.13,0.018500000000000003,ALPA4
